n, T, pr, stat, Scenario, Region, Label, Mask, Season, Year,
2829,2.0,6,Max,rcp60,Southeast Asia (land), SEA, land,BS,2065,
2830,1.5,-6,Min,rcp60,Southeast Asia (land), SEA, land,BS,2100,
2831,1.8,-1,25th percentile,rcp60,Southeast Asia (land), SEA, land,BS,2100,
2832,1.9,4,median,rcp60,Southeast Asia (land), SEA, land,BS,2100,
2833,2.4,8,75th percentile,rcp60,Southeast Asia (land), SEA, land,BS,2100,
2834,3.4,13,Max,rcp60,Southeast Asia (land), SEA, land,BS,2100,
2835,0.2,-3,Min,rcp60,Southeast Asia (sea), SEA, sea,Annual,2035,
2836,0.5,0,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,Annual,2035,
2837,0.5,1,median,rcp60,Southeast Asia (sea), SEA, sea,Annual,2035,
2838,0.6,2,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,Annual,2035,
2839,1.0,3,Max,rcp60,Southeast Asia (sea), SEA, sea,Annual,2035,
2840,0.7,-2,Min,rcp60,Southeast Asia (sea), SEA, sea,Annual,2065,
2841,0.9,-1,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,Annual,2065,
2842,0.9,2,median,rcp60,Southeast Asia (sea), SEA, sea,Annual,2065,
2843,1.2,4,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,Annual,2065,
2844,1.7,7,Max,rcp60,Southeast Asia (sea), SEA, sea,Annual,2065,
2845,1.4,-2,Min,rcp60,Southeast Asia (sea), SEA, sea,Annual,2100,
2846,1.5,1,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,Annual,2100,
2847,1.6,3,median,rcp60,Southeast Asia (sea), SEA, sea,Annual,2100,
2848,2.1,5,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,Annual,2100,
2849,2.8,13,Max,rcp60,Southeast Asia (sea), SEA, sea,Annual,2100,
2850,0.3,-3,Min,rcp60,Southeast Asia (sea), SEA, sea,BW,2035,
2851,0.5,-1,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,BW,2035,
2852,0.5,0,median,rcp60,Southeast Asia (sea), SEA, sea,BW,2035,
2853,0.6,1,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,BW,2035,
2854,1.1,5,Max,rcp60,Southeast Asia (sea), SEA, sea,BW,2035,
2855,0.7,-5,Min,rcp60,Southeast Asia (sea), SEA, sea,BW,2065,
2856,0.8,-1,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,BW,2065,
2857,1.0,2,median,rcp60,Southeast Asia (sea), SEA, sea,BW,2065,
2858,1.2,4,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,BW,2065,
2859,1.7,7,Max,rcp60,Southeast Asia (sea), SEA, sea,BW,2065,
2860,1.4,-5,Min,rcp60,Southeast Asia (sea), SEA, sea,BW,2100,
2861,1.5,0,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,BW,2100,
2862,1.5,3,median,rcp60,Southeast Asia (sea), SEA, sea,BW,2100,
2863,2.1,6,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,BW,2100,
2864,2.9,14,Max,rcp60,Southeast Asia (sea), SEA, sea,BW,2100,
2865,0.2,-4,Min,rcp60,Southeast Asia (sea), SEA, sea,BS,2035,
2866,0.5,0,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,BS,2035,
2867,0.5,1,median,rcp60,Southeast Asia (sea), SEA, sea,BS,2035,
2868,0.6,2,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,BS,2035,
2869,1.0,5,Max,rcp60,Southeast Asia (sea), SEA, sea,BS,2035,
2870,0.8,-4,Min,rcp60,Southeast Asia (sea), SEA, sea,BS,2065,
2871,0.8,0,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,BS,2065,
2872,1.0,2,median,rcp60,Southeast Asia (sea), SEA, sea,BS,2065,
2873,1.2,4,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,BS,2065,
2874,1.7,9,Max,rcp60,Southeast Asia (sea), SEA, sea,BS,2065,
2875,1.4,-4,Min,rcp60,Southeast Asia (sea), SEA, sea,BS,2100,
2876,1.5,2,25th percentile,rcp60,Southeast Asia (sea), SEA, sea,BS,2100,
2877,1.6,3,median,rcp60,Southeast Asia (sea), SEA, sea,BS,2100,
2878,2.1,5,75th percentile,rcp60,Southeast Asia (sea), SEA, sea,BS,2100,
2879,2.9,13,Max,rcp60,Southeast Asia (sea), SEA, sea,BS,2100,
2880,0.3,-5,Min,rcp60,Southeastern South America, SSA, land,Annual,2035,
2881,0.5,-1,25th percentile,rcp60,Southeastern South America, SSA, land,Annual,2035,
2882,0.6,1,median,rcp60,Southeastern South America, SSA, land,Annual,2035,
2883,0.7,3,75th percentile,rcp60,Southeastern South America, SSA, land,Annual,2035,
2884,1.0,8,Max,rcp60,Southeastern South America, SSA, land,Annual,2035,
2885,0.7,-7,Min,rcp60,Southeastern South America, SSA, land,Annual,2065,
2886,1.0,0,25th percentile,rcp60,Southeastern South America, SSA, land,Annual,2065,
2887,1.1,3,median,rcp60,Southeastern South America, SSA, land,Annual,2065,
2888,1.4,6,75th percentile,rcp60,Southeastern South America, SSA, land,Annual,2065,
2889,1.9,11,Max,rcp60,Southeastern South America, SSA, land,Annual,2065,
2890,1.4,-12,Min,rcp60,Southeastern South America, SSA, land,Annual,2100,
2891,1.6,-1,25th percentile,rcp60,Southeastern South America, SSA, land,Annual,2100,
2892,2.0,3,median,rcp60,Southeastern South America, SSA, land,Annual,2100,
2893,2.7,8,75th percentile,rcp60,Southeastern South America, SSA, land,Annual,2100,
2894,3.3,16,Max,rcp60,Southeastern South America, SSA, land,Annual,2100,
2895,0.1,-6,Min,rcp60,Southeastern South America, SSA, land,BW,2035,
2896,0.5,-1,25th percentile,rcp60,Southeastern South America, SSA, land,BW,2035,
2897,0.6,1,median,rcp60,Southeastern South America, SSA, land,BW,2035,
2898,0.8,3,75th percentile,rcp60,Southeastern South America, SSA, land,BW,2035,
2899,1.2,6,Max,rcp60,Southeastern South America, SSA, land,BW,2035,
2900,0.9,-4,Min,rcp60,Southeastern South America, SSA, land,BW,2065,
2901,1.0,1,25th percentile,rcp60,Southeastern South America, SSA, land,BW,2065,
2902,1.3,3,median,rcp60,Southeastern South America, SSA, land,BW,2065,
2903,1.4,6,75th percentile,rcp60,Southeastern South America, SSA, land,BW,2065,
2904,2.0,9,Max,rcp60,Southeastern South America, SSA, land,BW,2065,
2905,1.4,-9,Min,rcp60,Southeastern South America, SSA, land,BW,2100,
2906,1.9,0,25th percentile,rcp60,Southeastern South America, SSA, land,BW,2100,
2907,2.1,4,median,rcp60,Southeastern South America, SSA, land,BW,2100,
2908,2.7,6,75th percentile,rcp60,Southeastern South America, SSA, land,BW,2100,
2909,3.5,15,Max,rcp60,Southeastern South America, SSA, land,BW,2100,
2910,0.1,-12,Min,rcp60,Southeastern South America, SSA, land,BS,2035,
2911,0.4,-3,25th percentile,rcp60,Southeastern South America, SSA, land,BS,2035,
2912,0.6,0,median,rcp60,Southeastern South America, SSA, land,BS,2035,
2913,0.8,5,75th percentile,rcp60,Southeastern South America, SSA, land,BS,2035,
2914,1.0,14,Max,rcp60,Southeastern South America, SSA, land,BS,2035,
2915,0.6,-16,Min,rcp60,Southeastern South America, SSA, land,BS,2065,
2916,0.9,-1,25th percentile,rcp60,Southeastern South America, SSA, land,BS,2065,
2917,1.1,3,median,rcp60,Southeastern South America, SSA, land,BS,2065,
2918,1.3,6,75th percentile,rcp60,Southeastern South America, SSA, land,BS,2065,
2919,1.9,16,Max,rcp60,Southeastern South America, SSA, land,BS,2065,
2920,1.3,-24,Min,rcp60,Southeastern South America, SSA, land,BS,2100,
2921,1.4,-4,25th percentile,rcp60,Southeastern South America, SSA, land,BS,2100,
2922,1.7,4,median,rcp60,Southeastern South America, SSA, land,BS,2100,
2923,2.6,14,75th percentile,rcp60,Southeastern South America, SSA, land,BS,2100,
2924,3.0,30,Max,rcp60,Southeastern South America, SSA, land,BS,2100,
2925,0.5,-10,Min,rcp60,Southern Africa, SAF, land,Annual,2035,
2926,0.7,-3,25th percentile,rcp60,Southern Africa, SAF, land,Annual,2035,
2927,0.8,-1,median,rcp60,Southern Africa, SAF, land,Annual,2035,
2928,0.9,1,75th percentile,rcp60,Southern Africa, SAF, land,Annual,2035,
2929,1.3,8,Max,rcp60,Southern Africa, SAF, land,Annual,2035,
2930,1.2,-10,Min,rcp60,Southern Africa, SAF, land,Annual,2065,
2931,1.4,-7,25th percentile,rcp60,Southern Africa, SAF, land,Annual,2065,
2932,1.7,-2,median,rcp60,Southern Africa, SAF, land,Annual,2065,
2933,1.9,1,75th percentile,rcp60,Southern Africa, SAF, land,Annual,2065,
2934,2.3,4,Max,rcp60,Southern Africa, SAF, land,Annual,2065,
2935,2.0,-18,Min,rcp60,Southern Africa, SAF, land,Annual,2100,
2936,2.4,-10,25th percentile,rcp60,Southern Africa, SAF, land,Annual,2100,
2937,2.8,-3,median,rcp60,Southern Africa, SAF, land,Annual,2100,
2938,3.3,-1,75th percentile,rcp60,Southern Africa, SAF, land,Annual,2100,
2939,4.0,5,Max,rcp60,Southern Africa, SAF, land,Annual,2100,
2940,0.5,-12,Min,rcp60,Southern Africa, SAF, land,BW,2035,
2941,0.7,-4,25th percentile,rcp60,Southern Africa, SAF, land,BW,2035,
2942,0.8,-1,median,rcp60,Southern Africa, SAF, land,BW,2035,
2943,1.0,2,75th percentile,rcp60,Southern Africa, SAF, land,BW,2035,
2944,1.5,8,Max,rcp60,Southern Africa, SAF, land,BW,2035,
2945,1.0,-13,Min,rcp60,Southern Africa, SAF, land,BW,2065,
2946,1.3,-7,25th percentile,rcp60,Southern Africa, SAF, land,BW,2065,
2947,1.6,-2,median,rcp60,Southern Africa, SAF, land,BW,2065,
2948,2.0,1,75th percentile,rcp60,Southern Africa, SAF, land,BW,2065,
2949,2.2,5,Max,rcp60,Southern Africa, SAF, land,BW,2065,
2950,1.9,-20,Min,rcp60,Southern Africa, SAF, land,BW,2100,
2951,2.2,-9,25th percentile,rcp60,Southern Africa, SAF, land,BW,2100,
2952,2.8,-2,median,rcp60,Southern Africa, SAF, land,BW,2100,
2953,3.3,0,75th percentile,rcp60,Southern Africa, SAF, land,BW,2100,
2954,4.0,5,Max,rcp60,Southern Africa, SAF, land,BW,2100,
2955,0.4,-17,Min,rcp60,Southern Africa, SAF, land,BS,2035,
2956,0.7,-4,25th percentile,rcp60,Southern Africa, SAF, land,BS,2035,
2957,0.8,-1,median,rcp60,Southern Africa, SAF, land,BS,2035,
2958,0.9,2,75th percentile,rcp60,Southern Africa, SAF, land,BS,2035,
2959,1.3,11,Max,rcp60,Southern Africa, SAF, land,BS,2035,
2960,1.1,-15,Min,rcp60,Southern Africa, SAF, land,BS,2065,
2961,1.4,-10,25th percentile,rcp60,Southern Africa, SAF, land,BS,2065,
2962,1.6,-6,median,rcp60,Southern Africa, SAF, land,BS,2065,
2963,1.8,-1,75th percentile,rcp60,Southern Africa, SAF, land,BS,2065,
2964,2.3,2,Max,rcp60,Southern Africa, SAF, land,BS,2065,
2965,2.0,-33,Min,rcp60,Southern Africa, SAF, land,BS,2100,
2966,2.3,-15,25th percentile,rcp60,Southern Africa, SAF, land,BS,2100,
2967,2.7,-8,median,rcp60,Southern Africa, SAF, land,BS,2100,
2968,3.2,-3,75th percentile,rcp60,Southern Africa, SAF, land,BS,2100,
2969,3.9,5,Max,rcp60,Southern Africa, SAF, land,BS,2100,
2970,0.3,-8,Min,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2035,
2971,0.7,-5,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2035,
2972,0.9,-2,median,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2035,
2973,1.0,0,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2035,
2974,1.6,5,Max,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2035,
2975,0.8,-13,Min,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2065,
2976,1.5,-9,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2065,
2977,1.6,-4,median,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2065,
2978,1.9,0,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2065,
2979,2.6,4,Max,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2065,
2980,1.3,-21,Min,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2100,
2981,2.4,-14,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2100,
2982,2.8,-9,median,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2100,
2983,3.2,-6,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2100,
2984,4.6,5,Max,rcp60,Southern Europe/Mediterranean, MED, land,Annual,2100,
2985,-0.3,-11,Min,rcp60,Southern Europe/Mediterranean, MED, land,BW,2035,
2986,0.5,-4,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BW,2035,
2987,0.7,-3,median,rcp60,Southern Europe/Mediterranean, MED, land,BW,2035,
2988,0.8,2,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BW,2035,
2989,1.3,4,Max,rcp60,Southern Europe/Mediterranean, MED, land,BW,2035,
2990,0.4,-15,Min,rcp60,Southern Europe/Mediterranean, MED, land,BW,2065,
2991,1.2,-8,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BW,2065,
2992,1.5,-2,median,rcp60,Southern Europe/Mediterranean, MED, land,BW,2065,
2993,1.7,0,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BW,2065,
2994,2.1,8,Max,rcp60,Southern Europe/Mediterranean, MED, land,BW,2065,
2995,0.5,-23,Min,rcp60,Southern Europe/Mediterranean, MED, land,BW,2100,
2996,1.9,-14,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BW,2100,
2997,2.3,-5,median,rcp60,Southern Europe/Mediterranean, MED, land,BW,2100,
2998,2.9,-2,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BW,2100,
2999,3.3,11,Max,rcp60,Southern Europe/Mediterranean, MED, land,BW,2100,
3000,0.4,-12,Min,rcp60,Southern Europe/Mediterranean, MED, land,BS,2035,
3001,0.8,-6,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BS,2035,
3002,1.1,-4,median,rcp60,Southern Europe/Mediterranean, MED, land,BS,2035,
3003,1.3,2,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BS,2035,
3004,2.3,7,Max,rcp60,Southern Europe/Mediterranean, MED, land,BS,2035,
3005,1.0,-14,Min,rcp60,Southern Europe/Mediterranean, MED, land,BS,2065,
3006,1.6,-10,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BS,2065,
3007,2.0,-6,median,rcp60,Southern Europe/Mediterranean, MED, land,BS,2065,
3008,2.2,-3,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BS,2065,
3009,3.6,9,Max,rcp60,Southern Europe/Mediterranean, MED, land,BS,2065,
3010,2.0,-30,Min,rcp60,Southern Europe/Mediterranean, MED, land,BS,2100,
3011,2.8,-19,25th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BS,2100,
3012,3.5,-15,median,rcp60,Southern Europe/Mediterranean, MED, land,BS,2100,
3013,4.0,-7,75th percentile,rcp60,Southern Europe/Mediterranean, MED, land,BS,2100,
3014,6.2,11,Max,rcp60,Southern Europe/Mediterranean, MED, land,BS,2100,
3015,0.2,-8,Min,rcp60,Southern Pacific, STP, all,Annual,2035,
3016,0.4,0,25th percentile,rcp60,Southern Pacific, STP, all,Annual,2035,
3017,0.5,1,median,rcp60,Southern Pacific, STP, all,Annual,2035,
3018,0.5,2,75th percentile,rcp60,Southern Pacific, STP, all,Annual,2035,
3019,0.8,4,Max,rcp60,Southern Pacific, STP, all,Annual,2035,
3020,0.7,-18,Min,rcp60,Southern Pacific, STP, all,Annual,2065,
3021,0.8,-1,25th percentile,rcp60,Southern Pacific, STP, all,Annual,2065,
3022,0.8,2,median,rcp60,Southern Pacific, STP, all,Annual,2065,
3023,1.1,3,75th percentile,rcp60,Southern Pacific, STP, all,Annual,2065,
3024,1.5,5,Max,rcp60,Southern Pacific, STP, all,Annual,2065,
3025,1.1,-29,Min,rcp60,Southern Pacific, STP, all,Annual,2100,
3026,1.3,-2,25th percentile,rcp60,Southern Pacific, STP, all,Annual,2100,
3027,1.5,2,median,rcp60,Southern Pacific, STP, all,Annual,2100,
3028,1.8,4,75th percentile,rcp60,Southern Pacific, STP, all,Annual,2100,
3029,2.4,9,Max,rcp60,Southern Pacific, STP, all,Annual,2100,
3030,0.2,-7,Min,rcp60,Southern Pacific, STP, all,BW,2035,
3031,0.4,-1,25th percentile,rcp60,Southern Pacific, STP, all,BW,2035,
3032,0.5,1,median,rcp60,Southern Pacific, STP, all,BW,2035,
3033,0.6,2,75th percentile,rcp60,Southern Pacific, STP, all,BW,2035,
3034,0.8,4,Max,rcp60,Southern Pacific, STP, all,BW,2035,
3035,0.6,-18,Min,rcp60,Southern Pacific, STP, all,BW,2065,
3036,0.8,-2,25th percentile,rcp60,Southern Pacific, STP, all,BW,2065,
3037,0.9,2,median,rcp60,Southern Pacific, STP, all,BW,2065,
3038,1.1,3,75th percentile,rcp60,Southern Pacific, STP, all,BW,2065,
3039,1.5,5,Max,rcp60,Southern Pacific, STP, all,BW,2065,
3040,1.0,-32,Min,rcp60,Southern Pacific, STP, all,BW,2100,
3041,1.3,-4,25th percentile,rcp60,Southern Pacific, STP, all,BW,2100,
3042,1.5,3,median,rcp60,Southern Pacific, STP, all,BW,2100,
3043,1.8,5,75th percentile,rcp60,Southern Pacific, STP, all,BW,2100,
3044,2.4,8,Max,rcp60,Southern Pacific, STP, all,BW,2100,
3045,0.2,-7,Min,rcp60,Southern Pacific, STP, all,BS,2035,
3046,0.4,-1,25th percentile,rcp60,Southern Pacific, STP, all,BS,2035,
3047,0.5,1,median,rcp60,Southern Pacific, STP, all,BS,2035,
3048,0.6,3,75th percentile,rcp60,Southern Pacific, STP, all,BS,2035,
3049,0.9,7,Max,rcp60,Southern Pacific, STP, all,BS,2035,
3050,0.6,-15,Min,rcp60,Southern Pacific, STP, all,BS,2065,
3051,0.8,-2,25th percentile,rcp60,Southern Pacific, STP, all,BS,2065,
3052,0.9,1,median,rcp60,Southern Pacific, STP, all,BS,2065,
3053,1.0,4,75th percentile,rcp60,Southern Pacific, STP, all,BS,2065,
3054,1.5,6,Max,rcp60,Southern Pacific, STP, all,BS,2065,
3055,1.1,-24,Min,rcp60,Southern Pacific, STP, all,BS,2100,
3056,1.3,-2,25th percentile,rcp60,Southern Pacific, STP, all,BS,2100,
3057,1.5,0,median,rcp60,Southern Pacific, STP, all,BS,2100,
3058,1.8,4,75th percentile,rcp60,Southern Pacific, STP, all,BS,2100,
3059,2.5,9,Max,rcp60,Southern Pacific, STP, all,BS,2100,
3060,0.3,-4,Min,rcp60,Northern Tropical Pacific, NTP, all,Annual,2035,
3061,0.5,-2,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,Annual,2035,
3062,0.5,0,median,rcp60,Northern Tropical Pacific, NTP, all,Annual,2035,
3063,0.6,2,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,Annual,2035,
3064,0.9,6,Max,rcp60,Northern Tropical Pacific, NTP, all,Annual,2035,
3065,0.7,-4,Min,rcp60,Northern Tropical Pacific, NTP, all,Annual,2065,
3066,0.9,-1,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,Annual,2065,
3067,1.0,1,median,rcp60,Northern Tropical Pacific, NTP, all,Annual,2065,
3068,1.2,3,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,Annual,2065,
3069,1.7,6,Max,rcp60,Northern Tropical Pacific, NTP, all,Annual,2065,
3070,1.3,-9,Min,rcp60,Northern Tropical Pacific, NTP, all,Annual,2100,
3071,1.4,0,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,Annual,2100,
3072,1.7,2,median,rcp60,Northern Tropical Pacific, NTP, all,Annual,2100,
3073,2.3,5,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,Annual,2100,
3074,2.9,9,Max,rcp60,Northern Tropical Pacific, NTP, all,Annual,2100,
3075,0.3,-4,Min,rcp60,Northern Tropical Pacific, NTP, all,BW,2035,
3076,0.4,-1,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,BW,2035,
3077,0.5,0,median,rcp60,Northern Tropical Pacific, NTP, all,BW,2035,
3078,0.6,2,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,BW,2035,
3079,0.9,7,Max,rcp60,Northern Tropical Pacific, NTP, all,BW,2035,
3080,0.7,-5,Min,rcp60,Northern Tropical Pacific, NTP, all,BW,2065,
3081,0.8,-1,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,BW,2065,
3082,1.0,2,median,rcp60,Northern Tropical Pacific, NTP, all,BW,2065,
3083,1.2,4,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,BW,2065,
3084,1.6,7,Max,rcp60,Northern Tropical Pacific, NTP, all,BW,2065,
3085,1.2,-9,Min,rcp60,Northern Tropical Pacific, NTP, all,BW,2100,
3086,1.5,-1,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,BW,2100,
3087,1.7,2,median,rcp60,Northern Tropical Pacific, NTP, all,BW,2100,
3088,2.2,6,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,BW,2100,
3089,2.8,13,Max,rcp60,Northern Tropical Pacific, NTP, all,BW,2100,
3090,0.3,-7,Min,rcp60,Northern Tropical Pacific, NTP, all,BS,2035,
3091,0.4,-2,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,BS,2035,
3092,0.5,1,median,rcp60,Northern Tropical Pacific, NTP, all,BS,2035,
3093,0.6,3,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,BS,2035,
3094,1.0,6,Max,rcp60,Northern Tropical Pacific, NTP, all,BS,2035,
3095,0.7,-5,Min,rcp60,Northern Tropical Pacific, NTP, all,BS,2065,
3096,0.9,-1,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,BS,2065,
3097,0.9,1,median,rcp60,Northern Tropical Pacific, NTP, all,BS,2065,
3098,1.2,4,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,BS,2065,
3099,1.8,6,Max,rcp60,Northern Tropical Pacific, NTP, all,BS,2065,
3100,1.3,-10,Min,rcp60,Northern Tropical Pacific, NTP, all,BS,2100,
3101,1.4,-2,25th percentile,rcp60,Northern Tropical Pacific, NTP, all,BS,2100,
3102,1.6,2,median,rcp60,Northern Tropical Pacific, NTP, all,BS,2100,
3103,2.3,6,75th percentile,rcp60,Northern Tropical Pacific, NTP, all,BS,2100,
3104,3.0,12,Max,rcp60,Northern Tropical Pacific, NTP, all,BS,2100,
3105,0.6,-1,Min,rcp60,Tibetan Plateau, TIB, land,Annual,2035,
3106,0.7,2,25th percentile,rcp60,Tibetan Plateau, TIB, land,Annual,2035,
3107,1.1,4,median,rcp60,Tibetan Plateau, TIB, land,Annual,2035,
3108,1.2,6,75th percentile,rcp60,Tibetan Plateau, TIB, land,Annual,2035,
3109,1.8,13,Max,rcp60,Tibetan Plateau, TIB, land,Annual,2035,
3110,1.2,-2,Min,rcp60,Tibetan Plateau, TIB, land,Annual,2065,
3111,1.7,5,25th percentile,rcp60,Tibetan Plateau, TIB, land,Annual,2065,
3112,2.0,6,median,rcp60,Tibetan Plateau, TIB, land,Annual,2065,
3113,2.2,10,75th percentile,rcp60,Tibetan Plateau, TIB, land,Annual,2065,
3114,3.2,20,Max,rcp60,Tibetan Plateau, TIB, land,Annual,2065,
3115,1.5,1,Min,rcp60,Tibetan Plateau, TIB, land,Annual,2100,
3116,2.7,7,25th percentile,rcp60,Tibetan Plateau, TIB, land,Annual,2100,
3117,3.3,12,median,rcp60,Tibetan Plateau, TIB, land,Annual,2100,
3118,3.9,14,75th percentile,rcp60,Tibetan Plateau, TIB, land,Annual,2100,
3119,5.4,35,Max,rcp60,Tibetan Plateau, TIB, land,Annual,2100,
3120,0.3,0,Min,rcp60,Tibetan Plateau, TIB, land,BW,2035,
3121,0.8,3,25th percentile,rcp60,Tibetan Plateau, TIB, land,BW,2035,
3122,1.1,6,median,rcp60,Tibetan Plateau, TIB, land,BW,2035,
3123,1.5,8,75th percentile,rcp60,Tibetan Plateau, TIB, land,BW,2035,
3124,2.1,13,Max,rcp60,Tibetan Plateau, TIB, land,BW,2035,
3125,0.9,-1,Min,rcp60,Tibetan Plateau, TIB, land,BW,2065,
3126,1.7,6,25th percentile,rcp60,Tibetan Plateau, TIB, land,BW,2065,
3127,2.0,8,median,rcp60,Tibetan Plateau, TIB, land,BW,2065,
3128,2.6,12,75th percentile,rcp60,Tibetan Plateau, TIB, land,BW,2065,
3129,3.5,17,Max,rcp60,Tibetan Plateau, TIB, land,BW,2065,
3130,1.7,1,Min,rcp60,Tibetan Plateau, TIB, land,BW,2100,
3131,2.9,7,25th percentile,rcp60,Tibetan Plateau, TIB, land,BW,2100,
3132,3.4,12,median,rcp60,Tibetan Plateau, TIB, land,BW,2100,
3133,4.3,18,75th percentile,rcp60,Tibetan Plateau, TIB, land,BW,2100,
3134,5.8,30,Max,rcp60,Tibetan Plateau, TIB, land,BW,2100,
3135,0.4,-3,Min,rcp60,Tibetan Plateau, TIB, land,BS,2035,
3136,0.8,1,25th percentile,rcp60,Tibetan Plateau, TIB, land,BS,2035,
3137,0.9,3,median,rcp60,Tibetan Plateau, TIB, land,BS,2035,
3138,1.1,6,75th percentile,rcp60,Tibetan Plateau, TIB, land,BS,2035,
3139,2.3,15,Max,rcp60,Tibetan Plateau, TIB, land,BS,2035,
3140,1.1,-4,Min,rcp60,Tibetan Plateau, TIB, land,BS,2065,
3141,1.6,3,25th percentile,rcp60,Tibetan Plateau, TIB, land,BS,2065,
3142,1.8,6,median,rcp60,Tibetan Plateau, TIB, land,BS,2065,
3143,2.1,9,75th percentile,rcp60,Tibetan Plateau, TIB, land,BS,2065,
3144,4.0,23,Max,rcp60,Tibetan Plateau, TIB, land,BS,2065,
3145,1.7,-4,Min,rcp60,Tibetan Plateau, TIB, land,BS,2100,
3146,2.7,5,25th percentile,rcp60,Tibetan Plateau, TIB, land,BS,2100,
3147,3.2,9,median,rcp60,Tibetan Plateau, TIB, land,BS,2100,
3148,3.9,14,75th percentile,rcp60,Tibetan Plateau, TIB, land,BS,2100,
3149,6.2,40,Max,rcp60,Tibetan Plateau, TIB, land,BS,2100,
3150,0.5,-6,Min,rcp60,West Africa, WAF, land,Annual,2035,
3151,0.7,0,25th percentile,rcp60,West Africa, WAF, land,Annual,2035,
3152,0.7,2,median,rcp60,West Africa, WAF, land,Annual,2035,
3153,0.9,3,75th percentile,rcp60,West Africa, WAF, land,Annual,2035,
3154,1.2,4,Max,rcp60,West Africa, WAF, land,Annual,2035,
3155,1.1,-5,Min,rcp60,West Africa, WAF, land,Annual,2065,
3156,1.3,0,25th percentile,rcp60,West Africa, WAF, land,Annual,2065,
3157,1.4,2,median,rcp60,West Africa, WAF, land,Annual,2065,
3158,1.6,4,75th percentile,rcp60,West Africa, WAF, land,Annual,2065,
3159,2.4,7,Max,rcp60,West Africa, WAF, land,Annual,2065,
3160,1.8,-5,Min,rcp60,West Africa, WAF, land,Annual,2100,
3161,2.2,2,25th percentile,rcp60,West Africa, WAF, land,Annual,2100,
3162,2.3,4,median,rcp60,West Africa, WAF, land,Annual,2100,
3163,2.9,5,75th percentile,rcp60,West Africa, WAF, land,Annual,2100,
3164,4.0,12,Max,rcp60,West Africa, WAF, land,Annual,2100,
3165,0.4,-5,Min,rcp60,West Africa, WAF, land,BW,2035,
