,,,,,,Temperature [degree C],,,,,Precipitation [%],,,,,
Scenario, Region, Region Label, Mask, Season, Year, Min, 25th percentile, median, 75th percentile, Max, Min, 25th percentile, median, 75th percentile, Max,
rcp60,Equatorial Pacific, ETP, all,BW,2100,1.0,1.6,1.8,2.4,3.3,-11,7,18,32,250,
rcp60,Equatorial Pacific, ETP, all,BS,2035,0.4,0.5,0.6,0.7,1.1,-1,5,9,13,21,
rcp60,Equatorial Pacific, ETP, all,BS,2065,0.7,0.9,1.1,1.3,2.1,-15,11,16,25,87,
rcp60,Equatorial Pacific, ETP, all,BS,2100,1.2,1.5,1.8,2.3,3.4,-3,21,29,42,164,
rcp60,Northern Europe, NEU, land,Annual,2035,0.1,0.7,1.2,1.5,2.3,-2,0,4,6,9,
rcp60,Northern Europe, NEU, land,Annual,2065,-0.1,1.5,1.9,2.6,3.9,-4,4,6,8,17,
rcp60,Northern Europe, NEU, land,Annual,2100,-1.3,2.7,3.1,4.2,5.3,-4,8,8,11,25,
rcp60,Northern Europe, NEU, land,BW,2035,-0.4,0.6,1.4,2.2,2.8,-5,1,5,5,11,
rcp60,Northern Europe, NEU, land,BW,2065,-0.6,1.7,2.5,3.5,5.4,-2,4,8,10,18,
rcp60,Northern Europe, NEU, land,BW,2100,-1.4,3.3,4.0,5.2,6.6,5,9,14,17,29,
rcp60,Northern Europe, NEU, land,BS,2035,-0.2,0.5,0.8,1.3,2.4,-7,0,3,6,8,
rcp60,Northern Europe, NEU, land,BS,2065,0.2,1.1,1.7,2.3,3.9,-6,1,3,7,16,
rcp60,Northern Europe, NEU, land,BS,2100,-0.8,2.0,2.8,3.8,5.4,-13,2,5,9,21,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2035,0.0,1.0,1.1,1.4,2.9,-2,3,4,6,8,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2065,0.8,1.9,2.3,2.8,4.3,2,6,8,11,15,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,Annual,2100,1.2,3.3,3.9,4.8,7.6,3,11,14,18,25,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2035,-0.2,1.1,1.4,1.8,3.4,-2,3,5,7,12,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2065,1.1,2.4,3.1,3.8,4.9,1,9,10,14,21,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,BW,2100,1.7,4.4,5.1,6.5,9.9,2,14,19,24,36,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2035,0.3,0.6,0.9,1.2,2.5,-2,2,3,4,7,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2065,0.8,1.2,1.7,2.2,3.9,1,4,6,9,14,
rcp60,High-latitudes: Canada/Greenland/Iceland, CGI, land,BS,2100,1.0,2.3,3.1,3.6,6.4,4,8,10,14,23,
rcp60,Alaska/NW Canada, ALA, land,Annual,2035,0.3,0.9,1.2,1.6,2.6,-1,3,5,7,14,
rcp60,Alaska/NW Canada, ALA, land,Annual,2065,1.3,1.8,2.2,2.9,4.3,3,6,8,11,24,
rcp60,Alaska/NW Canada, ALA, land,Annual,2100,2.5,3.3,4.0,4.9,7.2,4,13,15,18,37,
rcp60,Alaska/NW Canada, ALA, land,BW,2035,-0.3,1.1,1.6,2.4,3.5,-7,3,6,10,19,
rcp60,Alaska/NW Canada, ALA, land,BW,2065,1.0,2.5,3.0,4.4,5.9,0,6,10,15,27,
rcp60,Alaska/NW Canada, ALA, land,BW,2100,3.5,4.6,5.4,6.4,10.4,5,14,18,23,43,
rcp60,Alaska/NW Canada, ALA, land,BS,2035,0.3,0.7,1.0,1.3,2.1,-1,2,4,5,16,
rcp60,Alaska/NW Canada, ALA, land,BS,2065,0.6,1.3,1.6,2.3,3.3,0,5,7,9,26,
rcp60,Alaska/NW Canada, ALA, land,BS,2100,1.4,2.0,3.0,4.1,5.9,1,10,13,18,38,
rcp60,North Asia, NAS, land,Annual,2035,0.5,0.9,1.2,1.7,2.7,1,3,5,7,15,
rcp60,North Asia, NAS, land,Annual,2065,1.1,1.7,2.3,2.7,4.3,2,5,7,11,23,
rcp60,North Asia, NAS, land,Annual,2100,1.3,3.1,3.7,4.7,6.6,2,12,14,18,34,
rcp60,North Asia, NAS, land,BW,2035,0.5,1.0,1.4,2.1,3.2,1,4,7,9,17,
rcp60,North Asia, NAS, land,BW,2065,1.3,1.8,3.0,3.3,5.8,1,9,13,15,29,
rcp60,North Asia, NAS, land,BW,2100,1.8,4.2,4.8,5.6,8.5,6,17,21,28,47,
rcp60,North Asia, NAS, land,BS,2035,0.4,0.8,1.0,1.2,2.4,0,2,3,6,14,
rcp60,North Asia, NAS, land,BS,2065,0.5,1.3,1.9,2.3,3.7,0,3,6,10,19,
rcp60,North Asia, NAS, land,BS,2100,1.5,2.3,3.1,4.1,6.0,-2,7,10,13,28,
rcp60,North Indian Ocean, SAS, sea,Annual,2035,0.3,0.5,0.6,0.7,1.0,-3,-1,3,6,12,
rcp60,North Indian Ocean, SAS, sea,Annual,2065,0.8,0.9,1.0,1.3,1.6,-4,2,6,9,23,
rcp60,North Indian Ocean, SAS, sea,Annual,2100,1.5,1.6,1.7,2.4,2.8,-7,3,12,15,47,
rcp60,North Indian Ocean, SAS, sea,BW,2035,0.3,0.5,0.6,0.7,1.0,-7,-1,6,10,16,
rcp60,North Indian Ocean, SAS, sea,BW,2065,0.7,0.9,1.0,1.3,1.6,-8,3,8,19,25,
rcp60,North Indian Ocean, SAS, sea,BW,2100,1.3,1.6,1.7,2.3,2.8,-7,8,14,27,57,
rcp60,North Indian Ocean, SAS, sea,BS,2035,0.3,0.5,0.6,0.7,1.0,-6,-2,1,5,10,
rcp60,North Indian Ocean, SAS, sea,BS,2065,0.8,0.9,1.1,1.3,1.7,-6,0,4,8,21,
rcp60,North Indian Ocean, SAS, sea,BS,2100,1.5,1.6,1.8,2.3,2.9,-13,3,6,13,36,
rcp60,Northeast Brazil, NEB, land,Annual,2035,0.4,0.6,0.8,0.9,1.2,-10,-3,0,3,15,
rcp60,Northeast Brazil, NEB, land,Annual,2065,1.0,1.2,1.5,1.7,2.2,-13,-5,-2,2,23,
rcp60,Northeast Brazil, NEB, land,Annual,2100,1.6,2.1,2.5,3.0,3.6,-13,-9,-5,2,34,
rcp60,Northeast Brazil, NEB, land,BW,2035,0.4,0.5,0.7,0.9,1.3,-7,-2,2,5,14,
rcp60,Northeast Brazil, NEB, land,BW,2065,0.8,1.1,1.5,1.7,2.1,-13,-4,-2,4,23,
rcp60,Northeast Brazil, NEB, land,BW,2100,1.5,2.0,2.4,2.9,3.7,-13,-6,-4,7,38,
rcp60,Northeast Brazil, NEB, land,BS,2035,0.3,0.6,0.8,0.9,1.2,-18,-8,-3,1,15,
rcp60,Northeast Brazil, NEB, land,BS,2065,0.7,1.2,1.5,1.7,2.4,-16,-10,-5,0,21,
rcp60,Northeast Brazil, NEB, land,BS,2100,1.5,2.1,2.5,2.9,3.5,-39,-14,-9,-6,21,
rcp60,South America: Amazon, AMZ, land,Annual,2035,0.5,0.7,0.8,0.9,1.7,-6,-1,1,2,7,
rcp60,South America: Amazon, AMZ, land,Annual,2065,1.1,1.3,1.5,1.8,2.8,-8,-3,0,2,8,
rcp60,South America: Amazon, AMZ, land,Annual,2100,1.9,2.2,2.5,3.3,4.4,-9,-5,0,1,7,
rcp60,South America: Amazon, AMZ, land,BW,2035,0.5,0.6,0.7,0.9,1.4,-7,-2,0,2,7,
rcp60,South America: Amazon, AMZ, land,BW,2065,0.9,1.3,1.5,1.7,2.2,-9,-3,-1,2,5,
rcp60,South America: Amazon, AMZ, land,BW,2100,1.9,2.1,2.4,3.0,3.9,-14,-5,-1,2,5,
rcp60,South America: Amazon, AMZ, land,BS,2035,0.5,0.7,0.8,1.0,1.6,-6,-1,0,3,7,
rcp60,South America: Amazon, AMZ, land,BS,2065,1.0,1.3,1.6,1.9,2.9,-9,-5,0,2,11,
rcp60,South America: Amazon, AMZ, land,BS,2100,1.8,2.2,2.8,3.3,4.2,-12,-5,-2,3,12,
rcp60,South Asia, SAS, land,Annual,2035,0.3,0.6,0.8,0.9,1.2,-2,1,4,5,7,
rcp60,South Asia, SAS, land,Annual,2065,1.1,1.2,1.3,1.7,2.0,-5,2,5,6,16,
rcp60,South Asia, SAS, land,Annual,2100,1.9,2.2,2.4,3.3,3.8,-5,9,11,14,24,
rcp60,South Asia, SAS, land,BW,2035,0.3,0.6,0.9,1.1,1.3,-7,-1,5,8,14,
rcp60,South Asia, SAS, land,BW,2065,0.8,1.3,1.5,1.8,2.4,-9,-1,7,10,22,
rcp60,South Asia, SAS, land,BW,2100,1.9,2.3,2.7,3.3,3.9,-12,5,10,13,51,
rcp60,South Asia, SAS, land,BS,2035,0.2,0.5,0.7,0.8,1.1,-3,1,3,4,7,
rcp60,South Asia, SAS, land,BS,2065,0.7,1.0,1.3,1.5,2.2,-5,3,5,6,15,
rcp60,South Asia, SAS, land,BS,2100,1.6,1.9,2.2,2.8,3.8,-8,8,11,14,25,
rcp60,South Australia/New Zealand, SAU, land,Annual,2035,0.5,0.6,0.7,0.8,1.0,-17,-3,-1,0,5,
rcp60,South Australia/New Zealand, SAU, land,Annual,2065,0.9,1.1,1.4,1.5,1.7,-24,-4,-1,3,4,
rcp60,South Australia/New Zealand, SAU, land,Annual,2100,1.5,1.9,2.3,2.5,2.9,-23,-5,-1,2,9,
rcp60,South Australia/New Zealand, SAU, land,BW,2035,0.5,0.6,0.7,0.9,1.4,-22,-5,-1,1,6,
rcp60,South Australia/New Zealand, SAU, land,BW,2065,0.8,1.3,1.4,1.6,2.1,-24,-6,-1,3,10,
rcp60,South Australia/New Zealand, SAU, land,BW,2100,1.6,1.9,2.3,2.9,3.7,-19,-5,-1,2,11,
rcp60,South Australia/New Zealand, SAU, land,BS,2035,0.4,0.5,0.7,0.7,0.9,-16,-4,-1,1,4,
rcp60,South Australia/New Zealand, SAU, land,BS,2065,0.6,1.0,1.2,1.4,1.6,-27,-6,-1,2,5,
rcp60,South Australia/New Zealand, SAU, land,BS,2100,1.3,1.7,2.1,2.3,2.8,-28,-9,-2,3,10,
rcp60,Southeast Asia (land), SEA, land,Annual,2035,0.4,0.5,0.6,0.7,1.0,-6,-1,0,2,4,
rcp60,Southeast Asia (land), SEA, land,Annual,2065,0.8,1.0,1.1,1.4,1.8,-5,-1,1,4,7,
rcp60,Southeast Asia (land), SEA, land,Annual,2100,1.5,1.7,1.9,2.5,3.2,-4,0,3,8,14,
rcp60,Southeast Asia (land), SEA, land,BW,2035,0.3,0.5,0.6,0.7,1.0,-8,-1,0,1,4,
rcp60,Southeast Asia (land), SEA, land,BW,2065,0.7,0.9,1.1,1.4,1.8,-6,-2,1,4,8,
rcp60,Southeast Asia (land), SEA, land,BW,2100,1.3,1.7,1.8,2.4,3.2,-9,0,4,8,14,
rcp60,Southeast Asia (land), SEA, land,BS,2035,0.4,0.5,0.6,0.7,1.1,-5,-2,0,2,5,
rcp60,Southeast Asia (land), SEA, land,BS,2065,0.7,1.0,1.2,1.4,2.0,-5,-2,0,4,6,
rcp60,Southeast Asia (land), SEA, land,BS,2100,1.5,1.8,1.9,2.4,3.4,-6,-1,4,8,13,
rcp60,Southeast Asia (sea), SEA, sea,Annual,2035,0.2,0.5,0.5,0.6,1.0,-3,0,1,2,3,
rcp60,Southeast Asia (sea), SEA, sea,Annual,2065,0.7,0.9,0.9,1.2,1.7,-2,-1,2,4,7,
rcp60,Southeast Asia (sea), SEA, sea,Annual,2100,1.4,1.5,1.6,2.1,2.8,-2,1,3,5,13,
rcp60,Southeast Asia (sea), SEA, sea,BW,2035,0.3,0.5,0.5,0.6,1.1,-3,-1,0,1,5,
rcp60,Southeast Asia (sea), SEA, sea,BW,2065,0.7,0.8,1.0,1.2,1.7,-5,-1,2,4,7,
rcp60,Southeast Asia (sea), SEA, sea,BW,2100,1.4,1.5,1.5,2.1,2.9,-5,0,3,6,14,
rcp60,Southeast Asia (sea), SEA, sea,BS,2035,0.2,0.5,0.5,0.6,1.0,-4,0,1,2,5,
rcp60,Southeast Asia (sea), SEA, sea,BS,2065,0.8,0.8,1.0,1.2,1.7,-4,0,2,4,9,
rcp60,Southeast Asia (sea), SEA, sea,BS,2100,1.4,1.5,1.6,2.1,2.9,-4,2,3,5,13,
rcp60,Southeastern South America, SSA, land,Annual,2035,0.3,0.5,0.6,0.7,1.0,-5,-1,1,3,8,
rcp60,Southeastern South America, SSA, land,Annual,2065,0.7,1.0,1.1,1.4,1.9,-7,0,3,6,11,
rcp60,Southeastern South America, SSA, land,Annual,2100,1.4,1.6,2.0,2.7,3.3,-12,-1,3,8,16,
rcp60,Southeastern South America, SSA, land,BW,2035,0.1,0.5,0.6,0.8,1.2,-6,-1,1,3,6,
rcp60,Southeastern South America, SSA, land,BW,2065,0.9,1.0,1.3,1.4,2.0,-4,1,3,6,9,
rcp60,Southeastern South America, SSA, land,BW,2100,1.4,1.9,2.1,2.7,3.5,-9,0,4,6,15,
rcp60,Southeastern South America, SSA, land,BS,2035,0.1,0.4,0.6,0.8,1.0,-12,-3,0,5,14,
rcp60,Southeastern South America, SSA, land,BS,2065,0.6,0.9,1.1,1.3,1.9,-16,-1,3,6,16,
rcp60,Southeastern South America, SSA, land,BS,2100,1.3,1.4,1.7,2.6,3.0,-24,-4,4,14,30,
rcp60,Southern Africa, SAF, land,Annual,2035,0.5,0.7,0.8,0.9,1.3,-10,-3,-1,1,8,
rcp60,Southern Africa, SAF, land,Annual,2065,1.2,1.4,1.7,1.9,2.3,-10,-7,-2,1,4,
rcp60,Southern Africa, SAF, land,Annual,2100,2.0,2.4,2.8,3.3,4.0,-18,-10,-3,-1,5,
rcp60,Southern Africa, SAF, land,BW,2035,0.5,0.7,0.8,1.0,1.5,-12,-4,-1,2,8,
rcp60,Southern Africa, SAF, land,BW,2065,1.0,1.3,1.6,2.0,2.2,-13,-7,-2,1,5,
rcp60,Southern Africa, SAF, land,BW,2100,1.9,2.2,2.8,3.3,4.0,-20,-9,-2,0,5,
rcp60,Southern Africa, SAF, land,BS,2035,0.4,0.7,0.8,0.9,1.3,-17,-4,-1,2,11,
rcp60,Southern Africa, SAF, land,BS,2065,1.1,1.4,1.6,1.8,2.3,-15,-10,-6,-1,2,
rcp60,Southern Africa, SAF, land,BS,2100,2.0,2.3,2.7,3.2,3.9,-33,-15,-8,-3,5,
rcp60,Southern Europe/Mediterranean, MED, land,Annual,2035,0.3,0.7,0.9,1.0,1.6,-8,-5,-2,0,5,
rcp60,Southern Europe/Mediterranean, MED, land,Annual,2065,0.8,1.5,1.6,1.9,2.6,-13,-9,-4,0,4,
rcp60,Southern Europe/Mediterranean, MED, land,Annual,2100,1.3,2.4,2.8,3.2,4.6,-21,-14,-9,-6,5,
rcp60,Southern Europe/Mediterranean, MED, land,BW,2035,-0.3,0.5,0.7,0.8,1.3,-11,-4,-3,2,4,
rcp60,Southern Europe/Mediterranean, MED, land,BW,2065,0.4,1.2,1.5,1.7,2.1,-15,-8,-2,0,8,
rcp60,Southern Europe/Mediterranean, MED, land,BW,2100,0.5,1.9,2.3,2.9,3.3,-23,-14,-5,-2,11,
rcp60,Southern Europe/Mediterranean, MED, land,BS,2035,0.4,0.8,1.1,1.3,2.3,-12,-6,-4,2,7,
rcp60,Southern Europe/Mediterranean, MED, land,BS,2065,1.0,1.6,2.0,2.2,3.6,-14,-10,-6,-3,9,
rcp60,Southern Europe/Mediterranean, MED, land,BS,2100,2.0,2.8,3.5,4.0,6.2,-30,-19,-15,-7,11,
rcp60,Southern Pacific, STP, all,Annual,2035,0.2,0.4,0.5,0.5,0.8,-8,0,1,2,4,
rcp60,Southern Pacific, STP, all,Annual,2065,0.7,0.8,0.8,1.1,1.5,-18,-1,2,3,5,
rcp60,Southern Pacific, STP, all,Annual,2100,1.1,1.3,1.5,1.8,2.4,-29,-2,2,4,9,
rcp60,Southern Pacific, STP, all,BW,2035,0.2,0.4,0.5,0.6,0.8,-7,-1,1,2,4,
rcp60,Southern Pacific, STP, all,BW,2065,0.6,0.8,0.9,1.1,1.5,-18,-2,2,3,5,
rcp60,Southern Pacific, STP, all,BW,2100,1.0,1.3,1.5,1.8,2.4,-32,-4,3,5,8,
rcp60,Southern Pacific, STP, all,BS,2035,0.2,0.4,0.5,0.6,0.9,-7,-1,1,3,7,
rcp60,Southern Pacific, STP, all,BS,2065,0.6,0.8,0.9,1.0,1.5,-15,-2,1,4,6,
rcp60,Southern Pacific, STP, all,BS,2100,1.1,1.3,1.5,1.8,2.5,-24,-2,0,4,9,
rcp60,Northern Tropical Pacific, NTP, all,Annual,2035,0.3,0.5,0.5,0.6,0.9,-4,-2,0,2,6,
rcp60,Northern Tropical Pacific, NTP, all,Annual,2065,0.7,0.9,1.0,1.2,1.7,-4,-1,1,3,6,
rcp60,Northern Tropical Pacific, NTP, all,Annual,2100,1.3,1.4,1.7,2.3,2.9,-9,0,2,5,9,
rcp60,Northern Tropical Pacific, NTP, all,BW,2035,0.3,0.4,0.5,0.6,0.9,-4,-1,0,2,7,
rcp60,Northern Tropical Pacific, NTP, all,BW,2065,0.7,0.8,1.0,1.2,1.6,-5,-1,2,4,7,
rcp60,Northern Tropical Pacific, NTP, all,BW,2100,1.2,1.5,1.7,2.2,2.8,-9,-1,2,6,13,
rcp60,Northern Tropical Pacific, NTP, all,BS,2035,0.3,0.4,0.5,0.6,1.0,-7,-2,1,3,6,
rcp60,Northern Tropical Pacific, NTP, all,BS,2065,0.7,0.9,0.9,1.2,1.8,-5,-1,1,4,6,
rcp60,Northern Tropical Pacific, NTP, all,BS,2100,1.3,1.4,1.6,2.3,3.0,-10,-2,2,6,12,
rcp60,Tibetan Plateau, TIB, land,Annual,2035,0.6,0.7,1.1,1.2,1.8,-1,2,4,6,13,
rcp60,Tibetan Plateau, TIB, land,Annual,2065,1.2,1.7,2.0,2.2,3.2,-2,5,6,10,20,
rcp60,Tibetan Plateau, TIB, land,Annual,2100,1.5,2.7,3.3,3.9,5.4,1,7,12,14,35,
rcp60,Tibetan Plateau, TIB, land,BW,2035,0.3,0.8,1.1,1.5,2.1,0,3,6,8,13,
rcp60,Tibetan Plateau, TIB, land,BW,2065,0.9,1.7,2.0,2.6,3.5,-1,6,8,12,17,
rcp60,Tibetan Plateau, TIB, land,BW,2100,1.7,2.9,3.4,4.3,5.8,1,7,12,18,30,
rcp60,Tibetan Plateau, TIB, land,BS,2035,0.4,0.8,0.9,1.1,2.3,-3,1,3,6,15,
rcp60,Tibetan Plateau, TIB, land,BS,2065,1.1,1.6,1.8,2.1,4.0,-4,3,6,9,23,
rcp60,Tibetan Plateau, TIB, land,BS,2100,1.7,2.7,3.2,3.9,6.2,-4,5,9,14,40,
rcp60,West Africa, WAF, land,Annual,2035,0.5,0.7,0.7,0.9,1.2,-6,0,2,3,4,
rcp60,West Africa, WAF, land,Annual,2065,1.1,1.3,1.4,1.6,2.4,-5,0,2,4,7,
rcp60,West Africa, WAF, land,Annual,2100,1.8,2.2,2.3,2.9,4.0,-5,2,4,5,12,
rcp60,West Africa, WAF, land,BW,2035,0.4,0.6,0.8,0.9,1.2,-5,0,2,3,6,
rcp60,West Africa, WAF, land,BW,2065,1.1,1.3,1.5,1.7,2.3,-7,-1,3,4,12,
rcp60,West Africa, WAF, land,BW,2100,1.7,2.2,2.5,3.0,4.1,-8,3,6,7,19,
rcp60,West Africa, WAF, land,BS,2035,0.5,0.6,0.7,0.9,1.3,-6,0,2,3,5,
rcp60,West Africa, WAF, land,BS,2065,1.0,1.2,1.4,1.6,2.4,-5,0,2,4,6,
rcp60,West Africa, WAF, land,BS,2100,1.9,2.1,2.3,3.0,3.9,-7,1,2,5,13,
rcp60,West Coast South America, WSA, land,Annual,2035,0.4,0.6,0.7,0.8,1.1,-4,-1,0,1,3,
rcp60,West Coast South America, WSA, land,Annual,2065,1.0,1.2,1.4,1.6,2.1,-8,-1,2,3,4,
rcp60,West Coast South America, WSA, land,Annual,2100,1.8,2.0,2.2,2.7,3.4,-11,-1,3,5,10,
rcp60,West Coast South America, WSA, land,BW,2035,0.3,0.6,0.7,0.8,1.0,-5,-1,1,2,3,
rcp60,West Coast South America, WSA, land,BW,2065,0.9,1.1,1.3,1.6,1.9,-6,-1,2,4,6,
rcp60,West Coast South America, WSA, land,BW,2100,1.7,2.0,2.2,2.7,3.2,-8,-1,3,6,12,
rcp60,West Coast South America, WSA, land,BS,2035,0.5,0.6,0.7,0.9,1.2,-8,-2,-1,0,7,
rcp60,West Coast South America, WSA, land,BS,2065,1.0,1.2,1.3,1.6,2.2,-10,-3,0,3,8,
rcp60,West Coast South America, WSA, land,BS,2100,1.8,2.0,2.1,2.8,3.5,-15,-4,1,5,12,
rcp60,West Indian Ocean, WIO, sea,Annual,2035,0.3,0.5,0.5,0.7,1.0,-2,0,2,3,7,
rcp60,West Indian Ocean, WIO, sea,Annual,2065,0.8,0.9,1.0,1.2,1.6,-2,1,3,5,14,
rcp60,West Indian Ocean, WIO, sea,Annual,2100,1.4,1.5,1.6,2.2,2.7,-4,0,3,8,18,
rcp60,West Indian Ocean, WIO, sea,BW,2035,0.3,0.5,0.5,0.7,0.9,-2,0,2,4,7,
rcp60,West Indian Ocean, WIO, sea,BW,2065,0.8,0.9,1.0,1.3,1.6,-5,1,3,6,14,
rcp60,West Indian Ocean, WIO, sea,BW,2100,1.4,1.5,1.6,2.3,2.7,-11,0,3,8,18,
rcp60,West Indian Ocean, WIO, sea,BS,2035,0.3,0.5,0.5,0.7,1.0,-4,0,4,5,9,
rcp60,West Indian Ocean, WIO, sea,BS,2065,0.7,0.9,1.0,1.2,1.7,-5,0,3,7,14,
rcp60,West Indian Ocean, WIO, sea,BS,2100,1.4,1.5,1.7,2.2,2.8,-7,0,4,9,17,
rcp60,West North America, WNA, land,Annual,2035,0.5,0.7,0.9,1.1,1.5,-2,0,1,2,6,
rcp60,West North America, WNA, land,Annual,2065,1.0,1.4,1.8,2.2,3.2,-2,1,2,4,7,
rcp60,West North America, WNA, land,Annual,2100,1.8,2.4,3.1,3.8,5.0,-1,2,6,8,12,
rcp60,West North America, WNA, land,BW,2035,0.0,0.6,1.0,1.2,2.0,-4,0,2,3,7,
rcp60,West North America, WNA, land,BW,2065,0.7,1.4,2.0,2.4,3.9,-1,2,3,6,10,
rcp60,West North America, WNA, land,BW,2100,1.5,2.4,3.2,3.9,6.1,1,6,7,10,16,
rcp60,West North America, WNA, land,BS,2035,0.3,0.8,1.0,1.1,1.9,-4,0,2,4,8,
rcp60,West North America, WNA, land,BS,2065,0.9,1.5,1.8,2.2,3.1,-5,-2,1,3,9,
rcp60,West North America, WNA, land,BS,2100,1.6,2.5,3.2,4.0,5.0,-6,0,3,5,10,
rcp85,Africa: Sahara, SAH, land,Annual,2035,0.5,1.0,1.1,1.3,1.7,-25,-3,5,13,28,
rcp85,Africa: Sahara, SAH, land,Annual,2065,1.8,2.4,2.7,3.2,3.7,-18,-8,4,13,84,
rcp85,Africa: Sahara, SAH, land,Annual,2100,3.8,4.3,4.6,6.1,6.5,-42,-15,-2,18,155,
rcp85,Africa: Sahara, SAH, land,BW,2035,0.2,0.9,1.1,1.2,1.6,-35,-13,-1,8,67,
rcp85,Africa: Sahara, SAH, land,BW,2065,1.3,2.2,2.5,2.9,3.2,-35,-15,-2,15,128,
rcp85,Africa: Sahara, SAH, land,BW,2100,3.2,3.8,4.4,5.3,6.4,-49,-26,-10,19,319,
rcp85,Africa: Sahara, SAH, land,BS,2035,0.4,1.0,1.2,1.4,2.0,-24,-3,6,19,34,
rcp85,Africa: Sahara, SAH, land,BS,2065,1.9,2.5,2.9,3.3,4.5,-23,-7,5,16,98,
rcp85,Africa: Sahara, SAH, land,BS,2100,3.4,4.6,5.0,6.5,7.8,-41,-14,9,25,147,
rcp85,Antarctica (land), ANT, land,Annual,2035,0.0,0.6,0.7,1.0,1.4,-3,1,5,7,9,
rcp85,Antarctica (land), ANT, land,Annual,2065,0.3,1.7,2.0,2.5,3.1,-2,7,10,15,18,
rcp85,Antarctica (land), ANT, land,Annual,2100,1.6,3.2,3.8,4.9,5.5,2,14,23,31,40,
rcp85,Antarctica (land), ANT, land,BW,2035,0.1,0.6,0.8,0.9,1.4,-5,0,3,5,10,
rcp85,Antarctica (land), ANT, land,BW,2065,0.4,1.7,1.9,2.3,3.1,-6,4,8,12,17,
rcp85,Antarctica (land), ANT, land,BW,2100,1.8,3.2,3.5,4.4,5.3,-2,10,18,24,41,
rcp85,Antarctica (land), ANT, land,BS,2035,-0.1,0.5,0.8,1.1,1.8,-1,2,5,7,11,
rcp85,Antarctica (land), ANT, land,BS,2065,0.2,1.7,2.2,2.6,3.3,1,8,12,17,24,
rcp85,Antarctica (land), ANT, land,BS,2100,1.4,3.4,4.0,4.9,6.0,7,17,27,36,44,
rcp85,Antarctica (sea), ANT, sea,Annual,2035,-0.4,0.3,0.5,0.8,1.5,1,2,3,4,6,
rcp85,Antarctica (sea), ANT, sea,Annual,2065,-0.4,0.9,1.2,1.8,3.0,3,4,7,9,12,
rcp85,Antarctica (sea), ANT, sea,Annual,2100,0.4,1.8,2.7,3.3,5.1,6,10,14,18,23,
rcp85,Antarctica (sea), ANT, sea,BW,2035,-0.3,0.2,0.3,0.6,0.8,1,2,3,3,5,
rcp85,Antarctica (sea), ANT, sea,BW,2065,-0.4,0.6,0.9,1.2,1.8,1,4,6,8,11,
rcp85,Antarctica (sea), ANT, sea,BW,2100,0.2,1.2,1.7,2.2,3.4,5,8,12,16,21,
rcp85,Antarctica (sea), ANT, sea,BS,2035,-0.6,0.4,0.6,1.1,2.2,1,2,3,4,6,
rcp85,Antarctica (sea), ANT, sea,BS,2065,-0.5,1.1,1.6,2.4,4.3,4,5,7,10,13,
rcp85,Antarctica (sea), ANT, sea,BS,2100,0.6,2.3,3.6,4.4,7.2,6,10,15,19,27,
rcp85,Arctic (land), ARC, land,Annual,2035,0.5,1.4,1.7,2.0,3.7,2,6,7,10,22,
rcp85,Arctic (land), ARC, land,Annual,2065,1.7,3.7,4.1,4.6,7.8,6,15,17,21,45,
rcp85,Arctic (land), ARC, land,Annual,2100,4.4,6.3,7.5,8.6,12.4,17,30,34,40,74,
rcp85,Arctic (land), ARC, land,BW,2035,0.7,1.7,2.1,2.5,4.3,0,8,10,14,19,
rcp85,Arctic (land), ARC, land,BW,2065,2.4,4.5,5.3,6.2,10.1,11,21,23,29,51,
rcp85,Arctic (land), ARC, land,BW,2100,5.3,8.6,9.6,12.4,16.8,27,40,47,64,93,
rcp85,Arctic (land), ARC, land,BS,2035,0.4,0.8,1.1,1.4,2.8,0,4,6,8,23,
rcp85,Arctic (land), ARC, land,BS,2065,1.1,2.0,2.6,3.3,5.9,3,11,13,18,41,
rcp85,Arctic (land), ARC, land,BS,2100,2.6,4.0,4.7,6.1,9.2,9,20,25,32,61,
rcp85,Arctic (sea), ARC, sea,Annual,2035,0.6,1.9,2.3,2.5,4.4,1,6,9,11,19,
rcp85,Arctic (sea), ARC, sea,Annual,2065,1.4,4.5,5.1,6.3,9.0,0,16,20,24,39,
rcp85,Arctic (sea), ARC, sea,Annual,2100,5.2,7.7,9.2,11.5,14.8,11,32,38,46,63,
rcp85,Arctic (sea), ARC, sea,BW,2035,0.7,2.4,3.1,3.5,6.3,-2,7,11,15,23,
rcp85,Arctic (sea), ARC, sea,BW,2065,2.0,6.3,7.4,8.7,14.2,2,21,27,32,47,
rcp85,Arctic (sea), ARC, sea,BW,2100,7.8,12.2,13.5,17.4,23.3,19,44,53,61,83,
